iteration,current_cost,best_cost,temperature
2585,956.33,852.876,152.207
2586,956.33,852.876,152.207
2587,956.33,852.876,152.207
2588,956.33,852.876,152.207
2589,958.347,852.876,152.207
2590,958.347,852.876,152.207
2591,946.672,852.876,152.207
2592,946.672,852.876,152.207
2593,946.672,852.876,152.207
2594,946.672,852.876,152.207
2595,946.672,852.876,152.207
2596,946.672,852.876,152.207
2597,946.672,852.876,152.207
2598,946.672,852.876,152.207
2599,943.962,852.876,152.207
2600,943.962,852.876,152.207
2601,943.962,852.876,150.685
2602,943.962,852.876,150.685
2603,943.962,852.876,150.685
2604,943.962,852.876,150.685
2605,1327.25,852.876,150.685
2606,1327.25,852.876,150.685
2607,1327.25,852.876,150.685
2608,1327.25,852.876,150.685
2609,1243.85,852.876,150.685
2610,1379.61,852.876,150.685
2611,1379.61,852.876,150.685
2612,1379.61,852.876,150.685
2613,1379.61,852.876,150.685
2614,1439.2,852.876,150.685
2615,1439.2,852.876,150.685
2616,1439.2,852.876,150.685
2617,1439.2,852.876,150.685
2618,1439.2,852.876,150.685
2619,1439.2,852.876,150.685
2620,1439.2,852.876,150.685
2621,1439.2,852.876,150.685
2622,1414.54,852.876,150.685
2623,1414.54,852.876,150.685
2624,1414.54,852.876,150.685
2625,1414.54,852.876,150.685
2626,1414.54,852.876,150.685
2627,1414.54,852.876,150.685
2628,1414.54,852.876,150.685
2629,1073.83,852.876,150.685
2630,1042.21,852.876,150.685
2631,1017.18,852.876,150.685
2632,985.421,852.876,150.685
2633,985.421,852.876,150.685
2634,985.421,852.876,150.685
2635,985.421,852.876,150.685
2636,985.421,852.876,150.685
2637,985.421,852.876,150.685
2638,985.421,852.876,150.685
2639,985.421,852.876,150.685
2640,985.421,852.876,150.685
2641,985.421,852.876,149.178
2642,985.421,852.876,149.178
2643,958.116,852.876,149.178
2644,958.116,852.876,149.178
2645,903.984,852.876,149.178
2646,903.984,852.876,149.178
2647,903.984,852.876,149.178
2648,903.984,852.876,149.178
2649,903.984,852.876,149.178
2650,903.984,852.876,149.178
2651,903.984,852.876,149.178
2652,903.984,852.876,149.178
2653,903.984,852.876,149.178
2654,903.984,852.876,149.178
2655,903.984,852.876,149.178
2656,903.984,852.876,149.178
2657,903.984,852.876,149.178
2658,903.984,852.876,149.178
2659,903.984,852.876,149.178
2660,903.984,852.876,149.178
2661,903.984,852.876,149.178
2662,903.984,852.876,149.178
2663,903.984,852.876,149.178
2664,903.984,852.876,149.178
2665,903.984,852.876,149.178
2666,903.984,852.876,149.178
2667,903.984,852.876,149.178
2668,903.984,852.876,149.178
2669,903.984,852.876,149.178
2670,903.984,852.876,149.178
2671,903.984,852.876,149.178
2672,903.984,852.876,149.178
2673,903.984,852.876,149.178
2674,903.984,852.876,149.178
2675,863.855,852.876,149.178
2676,863.855,852.876,149.178
2677,863.855,852.876,149.178
2678,863.855,852.876,149.178
2679,863.855,852.876,149.178
2680,863.855,852.876,149.178
2681,863.855,852.876,147.686
2682,863.855,852.876,147.686
2683,863.855,852.876,147.686
2684,863.855,852.876,147.686
2685,863.855,852.876,147.686
2686,863.855,852.876,147.686
2687,863.855,852.876,147.686
2688,863.855,852.876,147.686
2689,863.855,852.876,147.686
2690,863.855,852.876,147.686
2691,1021.22,852.876,147.686
2692,1021.22,852.876,147.686
2693,1021.22,852.876,147.686
2694,1021.22,852.876,147.686
2695,926.143,852.876,147.686
2696,926.143,852.876,147.686
2697,975.159,852.876,147.686
2698,975.159,852.876,147.686
2699,975.159,852.876,147.686
2700,975.159,852.876,147.686
2701,968.812,852.876,147.686
2702,965.901,852.876,147.686
2703,965.901,852.876,147.686
2704,965.901,852.876,147.686
2705,965.901,852.876,147.686
2706,965.901,852.876,147.686
2707,965.901,852.876,147.686
2708,947.415,852.876,147.686
2709,947.415,852.876,147.686
2710,964.258,852.876,147.686
2711,964.258,852.876,147.686
2712,964.258,852.876,147.686
2713,964.258,852.876,147.686
2714,964.258,852.876,147.686
2715,964.258,852.876,147.686
2716,964.258,852.876,147.686
2717,964.258,852.876,147.686
2718,947.415,852.876,147.686
2719,947.415,852.876,147.686
2720,947.415,852.876,147.686
2721,947.415,852.876,146.209
2722,947.415,852.876,146.209
2723,947.415,852.876,146.209
2724,947.415,852.876,146.209
2725,947.415,852.876,146.209
2726,947.415,852.876,146.209
2727,947.415,852.876,146.209
2728,947.415,852.876,146.209
2729,947.415,852.876,146.209
2730,947.415,852.876,146.209
2731,958.203,852.876,146.209
2732,958.203,852.876,146.209
2733,958.203,852.876,146.209
2734,966.545,852.876,146.209
2735,966.545,852.876,146.209
2736,966.545,852.876,146.209
2737,966.545,852.876,146.209
2738,966.545,852.876,146.209
2739,966.545,852.876,146.209
2740,966.545,852.876,146.209
2741,966.545,852.876,146.209
2742,966.545,852.876,146.209
2743,966.545,852.876,146.209
2744,945.051,852.876,146.209
2745,945.051,852.876,146.209
2746,945.051,852.876,146.209
2747,945.051,852.876,146.209
2748,945.051,852.876,146.209
2749,945.051,852.876,146.209
2750,945.051,852.876,146.209
2751,945.051,852.876,146.209
2752,945.051,852.876,146.209
2753,945.051,852.876,146.209
2754,945.051,852.876,146.209
2755,945.051,852.876,146.209
2756,945.051,852.876,146.209
2757,945.051,852.876,146.209
2758,945.051,852.876,146.209
2759,945.051,852.876,146.209
2760,945.051,852.876,146.209
2761,945.051,852.876,144.747
2762,945.051,852.876,144.747
2763,945.051,852.876,144.747
2764,1091.4,852.876,144.747
2765,1060.83,852.876,144.747
2766,1060.83,852.876,144.747
2767,1060.83,852.876,144.747
2768,1060.83,852.876,144.747
2769,1060.83,852.876,144.747
2770,1060.83,852.876,144.747
2771,1060.83,852.876,144.747
2772,1060.83,852.876,144.747
2773,1060.83,852.876,144.747
2774,1060.83,852.876,144.747
2775,1060.83,852.876,144.747
2776,1060.83,852.876,144.747
2777,1060.83,852.876,144.747
2778,1045.29,852.876,144.747
2779,1045.29,852.876,144.747
2780,1045.29,852.876,144.747
2781,1031.66,852.876,144.747
2782,1031.66,852.876,144.747
2783,1031.66,852.876,144.747
2784,893.649,852.876,144.747
2785,893.649,852.876,144.747
2786,893.649,852.876,144.747
2787,893.484,852.876,144.747
2788,893.484,852.876,144.747
2789,893.484,852.876,144.747
2790,893.484,852.876,144.747
2791,893.484,852.876,144.747
2792,893.484,852.876,144.747
2793,893.484,852.876,144.747
2794,893.484,852.876,144.747
2795,893.484,852.876,144.747
2796,893.484,852.876,144.747
2797,893.484,852.876,144.747
2798,893.484,852.876,144.747
2799,893.484,852.876,144.747
2800,893.484,852.876,144.747
2801,893.484,852.876,143.3
2802,893.484,852.876,143.3
2803,893.484,852.876,143.3
2804,893.484,852.876,143.3
2805,893.484,852.876,143.3
2806,893.484,852.876,143.3
2807,893.484,852.876,143.3
2808,893.484,852.876,143.3
2809,893.484,852.876,143.3
2810,893.484,852.876,143.3
2811,893.484,852.876,143.3
2812,888.55,852.876,143.3
2813,888.55,852.876,143.3
2814,888.55,852.876,143.3
2815,888.55,852.876,143.3
2816,888.55,852.876,143.3
2817,888.55,852.876,143.3
2818,910.935,852.876,143.3
2819,910.935,852.876,143.3
2820,910.935,852.876,143.3
2821,910.935,852.876,143.3
2822,899.81,852.876,143.3
2823,899.81,852.876,143.3
2824,899.81,852.876,143.3
2825,899.81,852.876,143.3
2826,899.81,852.876,143.3
2827,899.81,852.876,143.3
2828,899.81,852.876,143.3
2829,899.81,852.876,143.3
2830,899.81,852.876,143.3
2831,858.984,852.876,143.3
2832,858.984,852.876,143.3
2833,858.984,852.876,143.3
2834,858.984,852.876,143.3
2835,858.984,852.876,143.3
2836,858.984,852.876,143.3
2837,858.984,852.876,143.3
2838,858.984,852.876,143.3
2839,858.984,852.876,143.3
2840,858.984,852.876,143.3
2841,858.984,852.876,141.867
2842,858.984,852.876,141.867
2843,858.984,852.876,141.867
2844,858.984,852.876,141.867
2845,858.984,852.876,141.867
2846,858.984,852.876,141.867
2847,858.984,852.876,141.867
2848,858.984,852.876,141.867
2849,858.984,852.876,141.867
2850,858.984,852.876,141.867
2851,858.984,852.876,141.867
2852,869.95,852.876,141.867
2853,869.95,852.876,141.867
2854,949.485,852.876,141.867
2855,949.485,852.876,141.867
2856,949.485,852.876,141.867
2857,1367.98,852.876,141.867
2858,1367.98,852.876,141.867
2859,1255.71,852.876,141.867
2860,1249.15,852.876,141.867
2861,1249.15,852.876,141.867
2862,1249.15,852.876,141.867
2863,1249.15,852.876,141.867
2864,1249.15,852.876,141.867
2865,1249.15,852.876,141.867
2866,1249.15,852.876,141.867
2867,1249.15,852.876,141.867
2868,1249.15,852.876,141.867
2869,1249.15,852.876,141.867
2870,977.372,852.876,141.867
2871,882.072,852.876,141.867
2872,882.072,852.876,141.867
2873,882.072,852.876,141.867
2874,882.072,852.876,141.867
2875,826.89,826.89,141.867
2876,826.89,826.89,141.867
2877,826.89,826.89,141.867
2878,826.89,826.89,141.867
2879,826.89,826.89,141.867
2880,927.617,826.89,141.867
2881,1024.06,826.89,140.448
2882,1014.04,826.89,140.448
2883,1014.04,826.89,140.448
2884,897.727,826.89,140.448
2885,897.727,826.89,140.448
2886,897.727,826.89,140.448
2887,897.727,826.89,140.448
2888,897.727,826.89,140.448
2889,897.727,826.89,140.448
2890,897.727,826.89,140.448
2891,897.727,826.89,140.448
2892,897.727,826.89,140.448
2893,880.45,826.89,140.448
2894,880.45,826.89,140.448
2895,880.45,826.89,140.448
2896,880.45,826.89,140.448
2897,880.45,826.89,140.448
2898,880.45,826.89,140.448
2899,880.45,826.89,140.448
2900,880.45,826.89,140.448
2901,880.45,826.89,140.448
2902,880.45,826.89,140.448
2903,880.45,826.89,140.448
2904,880.45,826.89,140.448
2905,874.582,826.89,140.448
2906,874.582,826.89,140.448
2907,874.582,826.89,140.448
2908,874.582,826.89,140.448
2909,874.582,826.89,140.448
2910,874.582,826.89,140.448
2911,874.582,826.89,140.448
2912,874.582,826.89,140.448
2913,872.648,826.89,140.448
2914,872.648,826.89,140.448
2915,872.648,826.89,140.448
2916,872.648,826.89,140.448
2917,872.648,826.89,140.448
2918,872.648,826.89,140.448
2919,872.648,826.89,140.448
2920,872.648,826.89,140.448
2921,872.648,826.89,139.044
2922,872.648,826.89,139.044
2923,872.648,826.89,139.044
2924,872.648,826.89,139.044
2925,872.648,826.89,139.044
2926,872.648,826.89,139.044
2927,955.351,826.89,139.044
2928,955.351,826.89,139.044
2929,955.351,826.89,139.044
2930,947.659,826.89,139.044
2931,947.659,826.89,139.044
2932,947.659,826.89,139.044
2933,947.659,826.89,139.044
2934,947.659,826.89,139.044
2935,947.659,826.89,139.044
2936,864.478,826.89,139.044
2937,864.478,826.89,139.044
2938,864.478,826.89,139.044
2939,864.478,826.89,139.044
2940,936.472,826.89,139.044
2941,936.472,826.89,139.044
2942,936.472,826.89,139.044
2943,936.472,826.89,139.044
2944,936.472,826.89,139.044
2945,936.472,826.89,139.044
2946,936.472,826.89,139.044
2947,936.472,826.89,139.044
2948,864.478,826.89,139.044
2949,864.478,826.89,139.044
2950,864.478,826.89,139.044
2951,864.478,826.89,139.044
2952,864.478,826.89,139.044
2953,864.478,826.89,139.044
2954,864.478,826.89,139.044
2955,864.478,826.89,139.044
2956,864.478,826.89,139.044
2957,864.478,826.89,139.044
2958,864.478,826.89,139.044
2959,864.478,826.89,139.044
2960,864.478,826.89,139.044
2961,864.478,826.89,137.653
2962,864.478,826.89,137.653
2963,864.478,826.89,137.653
2964,864.478,826.89,137.653
2965,864.478,826.89,137.653
2966,864.478,826.89,137.653
2967,864.478,826.89,137.653
2968,864.478,826.89,137.653
2969,864.478,826.89,137.653
2970,864.478,826.89,137.653
2971,864.478,826.89,137.653
2972,864.478,826.89,137.653
2973,864.478,826.89,137.653
2974,864.478,826.89,137.653
2975,864.478,826.89,137.653
2976,864.478,826.89,137.653
2977,864.478,826.89,137.653
2978,864.478,826.89,137.653
2979,864.478,826.89,137.653
2980,864.478,826.89,137.653
2981,864.478,826.89,137.653
2982,861.121,826.89,137.653
2983,967.886,826.89,137.653
2984,967.886,826.89,137.653
2985,967.886,826.89,137.653
2986,967.886,826.89,137.653
2987,967.886,826.89,137.653
2988,967.886,826.89,137.653
2989,967.886,826.89,137.653
2990,967.886,826.89,137.653
2991,967.886,826.89,137.653
2992,967.886,826.89,137.653
2993,967.886,826.89,137.653
2994,967.886,826.89,137.653
2995,967.886,826.89,137.653
2996,967.886,826.89,137.653
2997,967.886,826.89,137.653
2998,967.886,826.89,137.653
2999,967.886,826.89,137.653
3000,967.886,826.89,137.653
3001,861.121,826.89,136.277
3002,861.121,826.89,136.277
3003,861.121,826.89,136.277
3004,861.121,826.89,136.277
3005,861.121,826.89,136.277
3006,861.121,826.89,136.277
3007,861.121,826.89,136.277
3008,861.121,826.89,136.277
3009,861.121,826.89,136.277
3010,861.121,826.89,136.277
3011,861.121,826.89,136.277
3012,861.121,826.89,136.277
3013,861.121,826.89,136.277
3014,861.121,826.89,136.277
3015,861.121,826.89,136.277
3016,861.121,826.89,136.277
3017,861.121,826.89,136.277
3018,861.121,826.89,136.277
3019,861.121,826.89,136.277
3020,861.121,826.89,136.277
3021,861.121,826.89,136.277
3022,861.121,826.89,136.277
3023,861.121,826.89,136.277
3024,861.121,826.89,136.277
3025,932.488,826.89,136.277
3026,932.488,826.89,136.277
3027,932.488,826.89,136.277
3028,932.488,826.89,136.277
3029,932.488,826.89,136.277
3030,932.488,826.89,136.277
3031,932.488,826.89,136.277
3032,932.488,826.89,136.277
3033,932.488,826.89,136.277
3034,932.488,826.89,136.277
3035,1287.61,826.89,136.277
3036,1287.61,826.89,136.277
3037,1287.61,826.89,136.277
3038,1287.61,826.89,136.277
3039,1287.54,826.89,136.277
3040,1287.54,826.89,136.277
3041,1287.54,826.89,134.914
3042,1287.54,826.89,134.914
3043,1287.54,826.89,134.914
3044,1287.54,826.89,134.914
3045,1287.54,826.89,134.914
3046,1287.54,826.89,134.914
3047,932.488,826.89,134.914
3048,932.488,826.89,134.914
3049,932.488,826.89,134.914
3050,932.488,826.89,134.914
3051,1019.3,826.89,134.914
3052,999.942,826.89,134.914
3053,999.942,826.89,134.914
3054,999.942,826.89,134.914
3055,999.942,826.89,134.914
3056,999.942,826.89,134.914
3057,999.942,826.89,134.914
3058,999.942,826.89,134.914
3059,999.942,826.89,134.914
3060,999.942,826.89,134.914
3061,999.942,826.89,134.914
3062,999.942,826.89,134.914
3063,999.942,826.89,134.914
3064,999.942,826.89,134.914
3065,999.942,826.89,134.914
3066,999.942,826.89,134.914
3067,999.942,826.89,134.914
3068,999.942,826.89,134.914
3069,999.942,826.89,134.914
3070,999.942,826.89,134.914
3071,999.942,826.89,134.914
3072,931.932,826.89,134.914
3073,931.932,826.89,134.914
3074,931.932,826.89,134.914
3075,959.822,826.89,134.914
3076,959.822,826.89,134.914
3077,959.822,826.89,134.914
3078,959.822,826.89,134.914
3079,959.822,826.89,134.914
3080,959.822,826.89,134.914
3081,959.822,826.89,133.565
3082,959.822,826.89,133.565
3083,959.822,826.89,133.565
3084,959.822,826.89,133.565
3085,959.822,826.89,133.565
3086,959.822,826.89,133.565
3087,959.822,826.89,133.565
3088,959.822,826.89,133.565
3089,959.822,826.89,133.565
3090,959.822,826.89,133.565
3091,972.595,826.89,133.565
3092,972.595,826.89,133.565
3093,972.595,826.89,133.565
3094,972.595,826.89,133.565
3095,972.595,826.89,133.565
3096,972.595,826.89,133.565
3097,972.595,826.89,133.565
3098,972.595,826.89,133.565
3099,972.595,826.89,133.565
3100,1116.98,826.89,133.565
3101,1116.98,826.89,133.565
3102,1116.98,826.89,133.565
3103,1116.98,826.89,133.565
3104,972.595,826.89,133.565
3105,972.595,826.89,133.565
3106,877.251,826.89,133.565
3107,877.251,826.89,133.565
3108,877.251,826.89,133.565
3109,877.251,826.89,133.565
3110,877.251,826.89,133.565
3111,877.251,826.89,133.565
3112,877.251,826.89,133.565
3113,877.251,826.89,133.565
3114,877.251,826.89,133.565
3115,972.173,826.89,133.565
3116,958.606,826.89,133.565
3117,958.606,826.89,133.565
3118,958.606,826.89,133.565
3119,958.606,826.89,133.565
3120,956.311,826.89,133.565
3121,956.311,826.89,132.229
3122,956.311,826.89,132.229
3123,956.311,826.89,132.229
3124,956.311,826.89,132.229
3125,956.311,826.89,132.229
3126,948.416,826.89,132.229
3127,912.307,826.89,132.229
3128,912.307,826.89,132.229
3129,912.307,826.89,132.229
3130,912.307,826.89,132.229
3131,912.307,826.89,132.229
3132,912.307,826.89,132.229
3133,923.315,826.89,132.229
3134,923.315,826.89,132.229
3135,923.315,826.89,132.229
3136,923.315,826.89,132.229
3137,923.315,826.89,132.229
3138,923.315,826.89,132.229
3139,923.315,826.89,132.229
3140,923.315,826.89,132.229
3141,923.315,826.89,132.229
3142,908.403,826.89,132.229
3143,908.403,826.89,132.229
3144,916.464,826.89,132.229
3145,916.464,826.89,132.229
3146,916.464,826.89,132.229
3147,916.464,826.89,132.229
3148,916.464,826.89,132.229
3149,916.464,826.89,132.229
3150,904.855,826.89,132.229
3151,904.855,826.89,132.229
3152,875.438,826.89,132.229
3153,875.438,826.89,132.229
3154,875.438,826.89,132.229
3155,875.438,826.89,132.229
3156,875.438,826.89,132.229
3157,875.438,826.89,132.229
3158,875.438,826.89,132.229
3159,875.438,826.89,132.229
3160,875.438,826.89,132.229
3161,875.438,826.89,130.907
3162,875.438,826.89,130.907
3163,875.438,826.89,130.907
3164,875.438,826.89,130.907
3165,875.438,826.89,130.907
3166,875.438,826.89,130.907
3167,875.438,826.89,130.907
3168,879.636,826.89,130.907
3169,879.636,826.89,130.907
3170,879.636,826.89,130.907
3171,863.269,826.89,130.907
3172,863.269,826.89,130.907
3173,863.269,826.89,130.907
3174,863.269,826.89,130.907
3175,863.269,826.89,130.907
3176,863.269,826.89,130.907
3177,863.269,826.89,130.907
3178,863.269,826.89,130.907
3179,950.851,826.89,130.907
3180,950.851,826.89,130.907
3181,950.851,826.89,130.907
3182,950.851,826.89,130.907
3183,950.649,826.89,130.907
3184,950.649,826.89,130.907
3185,950.649,826.89,130.907
3186,916.464,826.89,130.907
3187,916.464,826.89,130.907
3188,916.464,826.89,130.907
3189,916.464,826.89,130.907
3190,916.464,826.89,130.907
3191,916.464,826.89,130.907
3192,916.464,826.89,130.907
3193,916.464,826.89,130.907
3194,916.464,826.89,130.907
3195,916.464,826.89,130.907
3196,916.464,826.89,130.907
3197,916.464,826.89,130.907
3198,916.464,826.89,130.907
3199,916.464,826.89,130.907
3200,916.464,826.89,130.907
3201,916.464,826.89,129.598
3202,916.464,826.89,129.598
3203,916.464,826.89,129.598
3204,916.464,826.89,129.598
3205,916.464,826.89,129.598
3206,903.13,826.89,129.598
3207,903.13,826.89,129.598
3208,903.13,826.89,129.598
3209,903.13,826.89,129.598
3210,935.956,826.89,129.598
3211,935.956,826.89,129.598
3212,1366.86,826.89,129.598
3213,1353.73,826.89,129.598
3214,1353.73,826.89,129.598
3215,1353.73,826.89,129.598
3216,1353.73,826.89,129.598
3217,1269.6,826.89,129.598
3218,884.83,826.89,129.598
3219,884.83,826.89,129.598
3220,884.83,826.89,129.598
3221,884.83,826.89,129.598
3222,884.83,826.89,129.598
3223,884.83,826.89,129.598
3224,884.83,826.89,129.598
3225,884.83,826.89,129.598
3226,884.83,826.89,129.598
3227,884.83,826.89,129.598
3228,884.83,826.89,129.598
3229,884.83,826.89,129.598
3230,884.83,826.89,129.598
3231,884.83,826.89,129.598
3232,884.83,826.89,129.598
3233,981.36,826.89,129.598
3234,981.36,826.89,129.598
3235,981.36,826.89,129.598
3236,981.36,826.89,129.598
3237,977.408,826.89,129.598
3238,977.408,826.89,129.598
3239,977.408,826.89,129.598
3240,977.408,826.89,129.598
3241,960.527,826.89,128.302
3242,977.951,826.89,128.302
3243,993.41,826.89,128.302
3244,978.413,826.89,128.302
3245,978.413,826.89,128.302
3246,978.413,826.89,128.302
3247,906.737,826.89,128.302
3248,906.737,826.89,128.302
3249,906.737,826.89,128.302
3250,906.737,826.89,128.302
3251,906.737,826.89,128.302
3252,906.737,826.89,128.302
3253,906.737,826.89,128.302
3254,899.007,826.89,128.302
3255,899.007,826.89,128.302
3256,899.007,826.89,128.302
3257,899.007,826.89,128.302
3258,899.007,826.89,128.302
3259,899.007,826.89,128.302
3260,899.007,826.89,128.302
3261,979.369,826.89,128.302
3262,979.369,826.89,128.302
3263,979.369,826.89,128.302
3264,1031.35,826.89,128.302
3265,1031.35,826.89,128.302
3266,1072.17,826.89,128.302
3267,1072.17,826.89,128.302
3268,1034.64,826.89,128.302
3269,1034.64,826.89,128.302
3270,1034.64,826.89,128.302
3271,1034.64,826.89,128.302
3272,1034.64,826.89,128.302
3273,993.811,826.89,128.302
3274,993.811,826.89,128.302
3275,982.714,826.89,128.302
3276,982.714,826.89,128.302
3277,982.714,826.89,128.302
3278,982.714,826.89,128.302
3279,982.714,826.89,128.302
3280,982.714,826.89,128.302
3281,982.714,826.89,127.019
3282,982.714,826.89,127.019
3283,982.714,826.89,127.019
3284,982.714,826.89,127.019
3285,982.714,826.89,127.019
3286,982.714,826.89,127.019
3287,955.876,826.89,127.019
3288,911.327,826.89,127.019
3289,911.327,826.89,127.019
3290,911.327,826.89,127.019
3291,893.745,826.89,127.019
3292,893.745,826.89,127.019
3293,893.745,826.89,127.019
3294,893.745,826.89,127.019
3295,893.745,826.89,127.019
3296,893.745,826.89,127.019
3297,900.27,826.89,127.019
3298,900.27,826.89,127.019
3299,900.27,826.89,127.019
3300,900.27,826.89,127.019
3301,900.27,826.89,127.019
3302,900.27,826.89,127.019
3303,900.27,826.89,127.019
3304,900.27,826.89,127.019
3305,900.27,826.89,127.019
3306,900.27,826.89,127.019
3307,900.27,826.89,127.019
3308,900.27,826.89,127.019
3309,900.27,826.89,127.019
3310,900.27,826.89,127.019
3311,900.27,826.89,127.019
3312,900.27,826.89,127.019
3313,900.27,826.89,127.019
3314,900.27,826.89,127.019
3315,900.27,826.89,127.019
3316,900.27,826.89,127.019
3317,900.27,826.89,127.019
3318,900.27,826.89,127.019
3319,900.27,826.89,127.019
3320,900.27,826.89,127.019
3321,900.27,826.89,125.749
3322,900.27,826.89,125.749
3323,900.27,826.89,125.749
3324,900.27,826.89,125.749
3325,893.745,826.89,125.749
3326,893.745,826.89,125.749
3327,893.745,826.89,125.749
3328,893.745,826.89,125.749
3329,893.745,826.89,125.749
3330,893.745,826.89,125.749
3331,893.745,826.89,125.749
3332,893.745,826.89,125.749
3333,893.745,826.89,125.749
3334,893.745,826.89,125.749
3335,893.745,826.89,125.749
3336,893.745,826.89,125.749
3337,893.745,826.89,125.749
3338,893.745,826.89,125.749
3339,893.745,826.89,125.749
3340,893.745,826.89,125.749
3341,893.745,826.89,125.749
3342,893.745,826.89,125.749
3343,893.745,826.89,125.749
3344,893.745,826.89,125.749
3345,893.745,826.89,125.749
3346,893.745,826.89,125.749
3347,893.745,826.89,125.749
3348,893.745,826.89,125.749
3349,893.745,826.89,125.749
3350,893.745,826.89,125.749
3351,1206.66,826.89,125.749
3352,926.675,826.89,125.749
3353,926.675,826.89,125.749
3354,883.927,826.89,125.749
3355,883.927,826.89,125.749
3356,883.927,826.89,125.749
3357,883.927,826.89,125.749
3358,883.927,826.89,125.749
3359,883.927,826.89,125.749
3360,883.927,826.89,125.749
3361,883.927,826.89,124.491
3362,883.927,826.89,124.491
3363,883.927,826.89,124.491
3364,883.927,826.89,124.491
3365,883.927,826.89,124.491
3366,883.927,826.89,124.491
3367,883.927,826.89,124.491
3368,883.927,826.89,124.491
3369,883.927,826.89,124.491
3370,883.927,826.89,124.491
3371,883.927,826.89,124.491
3372,883.927,826.89,124.491
3373,883.927,826.89,124.491
3374,883.927,826.89,124.491
3375,883.927,826.89,124.491
3376,883.927,826.89,124.491
3377,883.927,826.89,124.491
3378,883.927,826.89,124.491
3379,883.927,826.89,124.491
3380,883.927,826.89,124.491
3381,883.927,826.89,124.491
3382,883.927,826.89,124.491
3383,883.927,826.89,124.491
3384,883.927,826.89,124.491
3385,883.927,826.89,124.491
3386,883.927,826.89,124.491
3387,883.927,826.89,124.491
3388,883.927,826.89,124.491
3389,883.927,826.89,124.491
3390,883.927,826.89,124.491
3391,883.927,826.89,124.491
3392,883.927,826.89,124.491
3393,883.927,826.89,124.491
3394,883.927,826.89,124.491
3395,883.927,826.89,124.491
3396,873.513,826.89,124.491
3397,873.513,826.89,124.491
3398,873.513,826.89,124.491
3399,873.513,826.89,124.491
3400,873.513,826.89,124.491
3401,873.513,826.89,123.246
3402,873.513,826.89,123.246
3403,873.513,826.89,123.246
3404,873.513,826.89,123.246
3405,873.513,826.89,123.246
3406,873.513,826.89,123.246
3407,873.513,826.89,123.246
3408,873.513,826.89,123.246
3409,873.513,826.89,123.246
3410,873.513,826.89,123.246
3411,873.513,826.89,123.246
3412,889.279,826.89,123.246
3413,889.279,826.89,123.246
3414,889.279,826.89,123.246
3415,889.279,826.89,123.246
3416,889.279,826.89,123.246
3417,889.279,826.89,123.246
3418,889.279,826.89,123.246
3419,889.279,826.89,123.246
3420,889.279,826.89,123.246
3421,873.513,826.89,123.246
3422,873.513,826.89,123.246
3423,873.513,826.89,123.246
3424,873.513,826.89,123.246
3425,873.513,826.89,123.246
3426,873.513,826.89,123.246
3427,873.513,826.89,123.246
3428,873.513,826.89,123.246
3429,873.513,826.89,123.246
3430,873.513,826.89,123.246
3431,873.513,826.89,123.246
3432,873.513,826.89,123.246
3433,873.513,826.89,123.246
3434,873.513,826.89,123.246
3435,873.513,826.89,123.246
3436,873.513,826.89,123.246
3437,873.513,826.89,123.246
3438,873.513,826.89,123.246
3439,873.513,826.89,123.246
3440,873.513,826.89,123.246
3441,873.513,826.89,122.014
3442,873.513,826.89,122.014
3443,873.513,826.89,122.014
3444,873.513,826.89,122.014
3445,873.513,826.89,122.014
3446,873.513,826.89,122.014
3447,873.513,826.89,122.014
3448,873.513,826.89,122.014
3449,1395.6,826.89,122.014
3450,1395.6,826.89,122.014
3451,1395.6,826.89,122.014
3452,1395.6,826.89,122.014
3453,1312.36,826.89,122.014
3454,1312.36,826.89,122.014
3455,1312.36,826.89,122.014
3456,1248.41,826.89,122.014
3457,1248.41,826.89,122.014
3458,1248.41,826.89,122.014
3459,1248.41,826.89,122.014
3460,1248.41,826.89,122.014
3461,1248.41,826.89,122.014
3462,1335.41,826.89,122.014
3463,1335.41,826.89,122.014
3464,1247.85,826.89,122.014
3465,1247.85,826.89,122.014
3466,1247.85,826.89,122.014
3467,1247.85,826.89,122.014
3468,1247.85,826.89,122.014
3469,871.168,826.89,122.014
3470,871.168,826.89,122.014
3471,871.168,826.89,122.014
3472,871.168,826.89,122.014
3473,871.168,826.89,122.014
3474,871.168,826.89,122.014
3475,871.168,826.89,122.014
3476,871.168,826.89,122.014
3477,871.168,826.89,122.014
3478,871.168,826.89,122.014
3479,871.168,826.89,122.014
3480,871.168,826.89,122.014
3481,871.168,826.89,120.794
3482,871.168,826.89,120.794
3483,871.168,826.89,120.794
3484,871.168,826.89,120.794
3485,871.168,826.89,120.794
3486,871.168,826.89,120.794
3487,871.168,826.89,120.794
3488,871.168,826.89,120.794
3489,871.168,826.89,120.794
3490,871.168,826.89,120.794
3491,871.168,826.89,120.794
3492,871.168,826.89,120.794
3493,871.168,826.89,120.794
3494,871.168,826.89,120.794
3495,886.934,826.89,120.794
3496,886.934,826.89,120.794
3497,886.934,826.89,120.794
3498,886.934,826.89,120.794
3499,893.459,826.89,120.794
3500,893.459,826.89,120.794
3501,893.459,826.89,120.794
3502,893.459,826.89,120.794
3503,893.459,826.89,120.794
3504,1033.48,826.89,120.794
3505,1033.48,826.89,120.794
3506,1017.48,826.89,120.794
3507,1017.48,826.89,120.794
